Name,NetWorth,Country,Source,Rank,Age,Industry
Johann Rupert & family,$7.1 B,South Africa,luxury goods,358,70.0,Fashion & Retail
Safra siblings,$7.1 B,Brazil,banking,358,,Finance & Investments
Anthony Wood,$7.1 B,United States,Roku,358,55.0,Technology
Gang Ye,$7.1 B,Singapore,gaming,358,40.0,Media & Entertainment
Igor Altushkin,$7 B,Russia,metals,369,50.0,Metals & Mining
Bajaj brothers,$7 B,India,diversified,369,,Diversified
Juan Francisco Beckmann Vidal & family,$7 B,Mexico,tequila,369,81.0,Food & Beverage
Alexandre Behring,$7 B,Brazil,investments,369,54.0,Finance & Investments
Vincent Bolloré & family,$7 B,France,investments,369,69.0,Finance & Investments
Gustaf Douglas,$7 B,Sweden,investments,369,83.0,Diversified
Terry Gou,$7 B,Taiwan,electronics,369,70.0,Technology
"Paul Tudor Jones, II.",$7 B,United States,hedge funds,369,66.0,Finance & Investments
Richard Kinder,$7 B,United States,pipelines,369,76.0,Energy
Ludwig Merckle,$7 B,Germany,pharmaceuticals,369,56.0,Finance & Investments
Stephen Ross,$7 B,United States,real estate,369,80.0,Real Estate
Eli Broad,$6.9 B,United States,investments,380,87.0,Finance & Investments
Jim Davis & family,$6.9 B,United States,New Balance,380,77.0,Manufacturing
Guo Guangchang,$6.9 B,China,conglomerate,380,54.0,Diversified
Robert Kraft,$6.9 B,United States,New England Patriots,380,79.0,Sports
Murali Divi & family,$6.8 B,India,pharmaceuticals,384,70.0,Healthcare
Huang Chulong,$6.8 B,Canada,real estate,384,62.0,Real Estate
Li Jianquan & family,$6.8 B,Hong Kong,consumer products,384,64.0,Healthcare
Shi Yonghong & family,$6.8 B,China,restaurants,384,52.0,Food & Beverage
Wee Cho Yaw,$6.8 B,Singapore,banking,384,92.0,Finance & Investments
Erich Wesjohann & family,$6.8 B,Germany,poultry genetics,384,75.0,Food & Beverage
Aloys Wobben,$6.8 B,Germany,wind turbines,384,69.0,Energy
Micky Arison,$6.7 B,United States,Carnival Cruises,391,71.0,Service
Jean-Michel Besnier,$6.7 B,France,cheese,391,53.0,Food & Beverage
Marie Besnier Beauvalot,$6.7 B,France,cheese,391,40.0,Food & Beverage
Kwon Hyuk-bin,$6.7 B,South Korea,online games,391,47.0,Technology
Li Haiyan,$6.7 B,China,restaurants,391,,Food & Beverage
Fredrik Lundberg,$6.7 B,Sweden,"real estate, investments",391,69.0,Real Estate
Hiroshi Mikitani,$6.7 B,Japan,online retail,391,56.0,Fashion & Retail
Dmitry Rybolovlev,$6.7 B,Russia,fertilizer,391,54.0,Manufacturing
Reinhold Schmieding,$6.7 B,United States,medical devices,391,66.0,Healthcare
Francis Choi,$6.6 B,Hong Kong,real estate,400,73.0,Real Estate
Bruce Kovner,$6.6 B,United States,hedge funds,400,76.0,Finance & Investments
Wang Wenjing,$6.6 B,China,business software,400,56.0,Technology
Zeng Fangqin,$6.6 B,China,smartphone components,400,55.0,Technology
Brian Armstrong,$6.5 B,United States,cryptocurrency,404,38.0,Finance & Investments
Chu Mang Yee & family,$6.5 B,China,real estate,404,61.0,Real Estate
Denise Coates,$6.5 B,United Kingdom,online gambling,404,53.0,Gambling & Casinos
Gopikishan Damani,$6.5 B,India,"retail, investments",404,63.0,Fashion & Retail
James Goodnight,$6.5 B,United States,software,404,78.0,Technology
Antti Herlin,$6.5 B,Finland,"elevators, escalators",404,64.0,Manufacturing
Liu Yongxing,$6.5 B,China,diversified,404,72.0,Service
Sri Prakash Lohia,$6.5 B,Indonesia,petrochemicals,404,68.0,Manufacturing
John Overdeck,$6.5 B,United States,hedge funds,404,51.0,Finance & Investments
Prajogo Pangestu,$6.5 B,Indonesia,petrochemicals,404,76.0,Diversified
Horst Julius Pudwill,$6.5 B,Germany,manufacturing,404,76.0,Manufacturing
David Siegel,$6.5 B,United States,hedge funds,404,59.0,Finance & Investments
Ronda Stryker,$6.5 B,United States,medical equipment,404,66.0,Healthcare
Georg Stumpf,$6.5 B,Austria,"real estate, construction",404,48.0,Diversified
Pauline MacMillan Keinath,$6.4 B,United States,Cargill,418,87.0,Food & Beverage
Wang Yusuo & family,$6.4 B,China,natural gas distribution,418,57.0,Energy
Dennis Washington,$6.4 B,United States,"construction, mining",418,86.0,Logistics
Rahul Bajaj,$6.3 B,India,diversified,421,82.0,Diversified
Ashwin Dani & family,$6.3 B,India,paints,421,78.0,Manufacturing
Andreas Halvorsen,$6.3 B,Norway,hedge funds,421,59.0,Finance & Investments
Andrei Kozitsyn,$6.3 B,Russia,metals,421,60.0,Metals & Mining
Axel Oberwelland,$6.3 B,Germany,candy,421,54.0,Food & Beverage
Shi Yuzhu,$6.3 B,China,"online games, investments",421,58.0,Diversified
Tsai Eng-meng,$6.3 B,Taiwan,"food, beverages",421,64.0,Food & Beverage
Murat Ulker,$6.3 B,Turkey,food,421,62.0,Food & Beverage
Wang Junlin,$6.3 B,China,liquor,421,58.0,Food & Beverage
Wang Ning & family,$6.3 B,China,toys,421,34.0,Media & Entertainment
You Xiaoping,$6.3 B,China,"chemicals, spandex",421,63.0,Manufacturing
Arthur Blank,$6.2 B,United States,Home Depot,432,78.0,Sports
James Chambers,$6.2 B,United States,"media, automotive",432,63.0,Media & Entertainment
Jiang Bin,$6.2 B,China,acoustic components,432,54.0,Technology
Jason Jiang,$6.2 B,China,advertising,432,48.0,Media & Entertainment
Mitchell Rales,$6.2 B,United States,"manufacturing, investments",432,64.0,Manufacturing
Katharine Rayner,$6.2 B,United States,"media, automotive",432,76.0,Media & Entertainment
Margaretta Taylor,$6.2 B,United States,"media, automotive",432,78.0,Media & Entertainment
Stef Wertheimer & family,$6.2 B,Israel,metalworking tools,432,94.0,Manufacturing
Mike Adenuga,$6.1 B,Nigeria,"telecom, oil",440,67.0,Diversified
Charles Dolan & family,$6.1 B,United States,cable television,440,94.0,Media & Entertainment
Marcos Galperin,$6.1 B,Argentina,e-commerce,440,,Technology
Huang Li,$6.1 B,China,imaging systems,440,57.0,Technology
Law Kar Po,$6.1 B,Hong Kong,real estate,440,72.0,Real Estate
Li Wa,$6.1 B,Hong Kong,real estate,440,55.0,Real Estate
Idan Ofer,$6.1 B,Israel,"drilling, shipping",440,65.0,Diversified
Qian Dongqi & family,$6.1 B,China,household appliances,440,63.0,Manufacturing
Odd Reitan & family,$6.1 B,Norway,"retail, real estate",440,69.0,Fashion & Retail
Henry Samueli,$6.1 B,United States,semiconductors,440,66.0,Technology
Les Wexner & family,$6.1 B,United States,retail,440,83.0,Fashion & Retail
Dannine Avara,$6 B,United States,pipelines,451,57.0,Energy
Juergen Blickle,$6 B,Germany,auto parts,451,74.0,Manufacturing
Robert Brockman,$6 B,United States,Software,451,79.0,Technology
Mong-Koo Chung,$6 B,South Korea,Hyundai,451,83.0,Automotive
Dulce Pugliese de Godoy Bueno,$6 B,Brazil,"hospitals, health care",451,73.0,Healthcare
Daniel Dines,$6 B,Romania,software,451,49.0,Technology
Scott Duncan,$6 B,United States,pipelines,451,38.0,Energy
Judy Faulkner,$6 B,United States,health IT,451,77.0,Technology
Guenther Fielmann & family,$6 B,Germany,optometry,451,81.0,Healthcare
Milane Frantz,$6 B,United States,pipelines,451,51.0,Energy
Frits Goldschmeding,$6 B,Netherlands,temp agency,451,87.0,Service
Andrei Guriev & family,$6 B,Russia,fertilizers,451,61.0,Manufacturing
Jane Lauder,$6 B,United States,Estée Lauder,451,48.0,Fashion & Retail
Martin Lorentzon,$6 B,Sweden,Spotify,451,52.0,Technology
Isaac Perlmutter,$6 B,United States,Marvel comics,451,78.0,Media & Entertainment
Jeff Skoll,$6 B,United States,eBay,451,56.0,Technology
Robert F. Smith,$6 B,United States,private equity,451,58.0,Finance & Investments
John A. Sobrato & family,$6 B,United States,real estate,451,81.0,Real Estate
Ronald Wanek,$6 B,United States,furniture,451,79.0,Manufacturing
Randa Duncan Williams,$6 B,United States,pipelines,451,59.0,Energy
Hansjoerg Wyss,$6 B,Switzerland,medical devices,451,86.0,Healthcare
Chen Fashu,$5.9 B,China,investments,472,60.0,Finance & Investments
Chen Rui,$5.9 B,China,online entertainment,472,43.0,Media & Entertainment
Christopher Hohn,$5.9 B,United Kingdom,hedge funds,472,54.0,Finance & Investments
Lin Jianhua & family,$5.9 B,China,solar panel components,472,58.0,Manufacturing
Maria Asuncion Aramburuzabala & family,$5.8 B,Mexico,"beer, investments",476,57.0,Food & Beverage
Chan Laiwa & family,$5.8 B,China,real estate,476,80.0,Real Estate
George Kaiser,$5.8 B,United States,"oil & gas, banking",476,78.0,Energy
Ananda Krishnan,$5.8 B,Malaysia,"telecoms, media, oil-services",476,83.0,Telecom
Douglas Leone,$5.8 B,United States,venture capital,476,63.0,Finance & Investments
Li Chunan,$5.8 B,China,renewable energy,476,52.0,Manufacturing
Li Ping,$5.8 B,Hong Kong,batteries,476,53.0,Automotive
William Li,$5.8 B,China,electric vehicles,476,46.0,Automotive
Augusto & Giorgio Perfetti,$5.8 B,Italy,candy,476,,Food & Beverage
Meg Whitman,$5.8 B,United States,eBay,476,64.0,Technology
Neil Bluhm,$5.7 B,United States,real estate,486,83.0,Real Estate
Andrew Currie,$5.7 B,United Kingdom,chemicals,486,65.0,Manufacturing
Tom Gores,$5.7 B,United States,private equity,486,56.0,Finance & Investments
Michel Leclercq & family,$5.7 B,France,sporting goods,486,81.0,Fashion & Retail
Michael Moritz,$5.7 B,United States,venture capital,486,66.0,Technology
Nicolas Puech,$5.7 B,France,Hermes,486,78.0,Fashion & Retail
John Reece,$5.7 B,United Kingdom,chemicals,486,64.0,Manufacturing
Emanuele (Lino) Saputo & family,$5.7 B,Canada,cheese,486,84.0,Food & Beverage
Fred Smith,$5.7 B,United States,FedEx,486,76.0,Logistics
Teh Hong Piow,$5.7 B,Malaysia,banking,486,91.0,Finance & Investments
Rene Benko,$5.6 B,Austria,"real estate, retail",496,44.0,Real Estate
Jack Dangermond,$5.6 B,United States,mapping software,496,75.0,Technology
Stanley Druckenmiller,$5.6 B,United States,hedge funds,496,67.0,Finance & Investments
Tamara Gustavson,$5.6 B,United States,self storage,496,59.0,Service
Jian Jun,$5.6 B,China,biomedical products,496,57.0,Healthcare
Kwee brothers,$5.6 B,Singapore,Real Estate,496,,Real Estate
Clive Calder,$5.5 B,United Kingdom,record label,502,74.0,Media & Entertainment
Hasmukh Chudgar & family,$5.5 B,India,pharmaceuticals,502,87.0,Healthcare
Dagmar Dolby & family,$5.5 B,United States,Dolby Laboratories,502,79.0,Technology
Dong Wei,$5.5 B,China,pharmaceuticals,502,50.0,Healthcare
Ken Fisher,$5.5 B,United States,money management,502,70.0,Finance & Investments
Ivan Glasenberg,$5.5 B,Switzerland,mining,502,64.0,Metals & Mining
He Xiaopeng,$5.5 B,China,electric vehicles,502,43.0,Automotive
Sumet Jiaravanon,$5.5 B,Thailand,diversified,502,86.0,Diversified
Karel Komarek,$5.5 B,Czechia,"oil and gas, IT, lotteries",502,52.0,Gambling & Casinos
Ronald Lauder,$5.5 B,United States,Estee Lauder,502,77.0,Fashion & Retail
Mu Rongjun,$5.5 B,China,e-commerce,502,41.0,Technology
J. Christopher Reyes,$5.5 B,United States,food distribution,502,67.0,Food & Beverage
Jude Reyes,$5.5 B,United States,food distribution,502,65.0,Food & Beverage
Kjell Inge Rokke,$5.5 B,Norway,"shipping, seafood",502,62.0,Logistics
"Edward Roski, Jr.",$5.5 B,United States,real estate,502,82.0,Real Estate
Alexandra Schoerghuber,$5.5 B,Germany,real estate,502,62.0,Real Estate
Shu Ping,$5.5 B,Singapore,restaurants,502,51.0,Food & Beverage
Christoph Zeller,$5.5 B,Liechtenstein,dental implants,502,63.0,Healthcare
An Kang,$5.4 B,China,pharmaceuticals,520,72.0,Healthcare
Rainer Blickle,$5.4 B,Germany,auto parts,520,73.0,Manufacturing
Jaran Chiaravanont,$5.4 B,Thailand,diversified,520,91.0,Diversified
Alceu Elias Feldmann,$5.4 B,Brazil,fertilizer,520,71.0,Energy
Montri Jiaravanont,$5.4 B,Thailand,diversified,520,90.0,Diversified
"Henry Nicholas, III.",$5.4 B,United States,semiconductors,520,61.0,Technology
Terrence Pegula,$5.4 B,United States,natural gas,520,70.0,Energy
Carrie Perrodo & family,$5.4 B,France,oil,520,70.0,Energy
Harry Stine,$5.4 B,United States,agriculture,520,79.0,Food & Beverage
Pyotr Aven,$5.3 B,Russia,"oil, banking, telecom",529,66.0,Finance & Investments
Kapil & Rahul Bhatia,$5.3 B,India,airlines,529,,Service
Cao Renxian,$5.3 B,China,photovoltaic equipment,529,52.0,Energy
Barry Lam,$5.3 B,Taiwan,electronics,529,71.0,Technology
Carlos Rodriguez-Pastor,$5.3 B,Peru,finance,529,61.0,Finance & Investments
Shen Guojun,$5.3 B,China,retail,529,58.0,Fashion & Retail
Luiza Helena Trajano,$5.3 B,Brazil,retail chain,529,69.0,Fashion & Retail
Yao Zhenhua & family,$5.3 B,China,conglomerate,529,51.0,Diversified
Yu Yong,$5.3 B,China,mining,529,60.0,Finance & Investments
Sam Zell,$5.3 B,United States,"real estate, private equity",529,79.0,Real Estate
John Brown,$5.2 B,United States,medical equipment,539,86.0,Healthcare
Giuseppe De'Longhi & family,$5.2 B,Italy,coffee makers,539,81.0,Fashion & Retail
Frank Lowy,$5.2 B,Australia,shopping malls,539,90.0,Real Estate
Joe Mansueto,$5.2 B,United States,investment research,539,64.0,Finance & Investments
Akio Nitori,$5.2 B,Japan,home furnishings,539,77.0,Fashion & Retail
Gary Rollins,$5.2 B,United States,pest control,539,76.0,Service
Ruan Hongliang & family,$5.2 B,China,glass,539,60.0,Manufacturing
Teddy Sagi,$5.2 B,Israel,gambling software,539,49.0,Gambling & Casinos
Neil Shen,$5.2 B,China,venture capital,539,53.0,Finance & Investments
David Velez,$5.2 B,Colombia,fintech,539,39.0,Finance & Investments
Wong Man Li,$5.2 B,Hong Kong,furniture,539,56.0,Manufacturing
Robert Bass,$5.1 B,United States,"oil, investments",550,73.0,Energy
Pierre Chen,$5.1 B,Taiwan,electronics,550,64.0,Technology
Mahendra Choksi & family,$5.1 B,India,paints,550,79.0,Manufacturing
Gustavo Denegri,$5.1 B,Italy,biotech,550,84.0,Healthcare
Reed Hastings,$5.1 B,United States,Netflix,550,60.0,Media & Entertainment
Michael Herz,$5.1 B,Germany,coffee,550,77.0,Fashion & Retail
Wolfgang Herz,$5.1 B,Germany,coffee,550,70.0,Fashion & Retail
Patrick Lee,$5.1 B,Hong Kong,paper,550,79.0,Manufacturing
Lee Yeow Chor & Yeow Seng,$5.1 B,Malaysia,"palm oil, property",550,,Food & Beverage
Theo Mueller,$5.1 B,Germany,dairy,550,81.0,Food & Beverage
Wu Guanjiang & family,$5.1 B,China,pharmaceuticals,550,52.0,Healthcare
Bernard Broermann,$5 B,Germany,hospitals,561,77.0,Healthcare
Jason Chang,$5 B,Singapore,electronics,561,76.0,Technology
Joshua Harris,$5 B,United States,private equity,561,56.0,Finance & Investments
Vikram Lal & family,$5 B,India,motorcycles,561,79.0,Automotive
Lin Xiucheng & family,$5 B,China,electronics,561,65.0,Technology
Pankaj Patel,$5 B,India,pharmaceuticals,561,68.0,Healthcare
"Enrique Razon, Jr.",$5 B,Philippines,ports,561,61.0,Logistics
"Walter Scott, Jr. & family",$5 B,United States,"utilities, telecom",561,89.0,Energy
Charles Simonyi,$5 B,United States,Microsoft,561,72.0,Technology
Kate Wang,$5 B,China,e-cigarettes,561,39.0,Manufacturing
Daniel Ziff,$5 B,United States,investments,561,49.0,Finance & Investments
Dirk Ziff,$5 B,United States,investments,561,57.0,Finance & Investments
Robert Ziff,$5 B,United States,investments,561,54.0,Finance & Investments
Stephen Bisciotti,$4.9 B,United States,"staffing, Baltimore Ravens",574,60.0,Sports
Chen Dongsheng,$4.9 B,China,insurance,574,63.0,Finance & Investments
Charles B. Johnson,$4.9 B,United States,money management,574,88.0,Finance & Investments
Marc Ladreit de Lacharriere,$4.9 B,France,finance,574,80.0,Finance & Investments
Joe Lewis,$4.9 B,United Kingdom,investments,574,84.0,Finance & Investments
Lin Li,$4.9 B,China,investments,574,57.0,Finance & Investments
Karen Pritzker,$4.9 B,United States,"hotels, investments",574,63.0,Finance & Investments
Abdulsamad Rabiu,$4.9 B,Nigeria,"cement, sugar",574,60.0,Diversified
Mark Scheinberg,$4.9 B,Canada,online gambling,574,47.0,Gambling & Casinos
Howard Schultz,$4.9 B,United States,Starbucks,574,67.0,Food & Beverage
Yasumitsu Shigeta,$4.9 B,Japan,mobile phone retailer,574,56.0,Telecom
Thomas Siebel,$4.9 B,United States,business software,574,68.0,Technology
Peter Thiel,$4.9 B,United States,Facebook,574,53.0,Finance & Investments
Chip Wilson,$4.9 B,Canada,Lululemon,574,64.0,Fashion & Retail
Zhang Fan,$4.9 B,China,touch screens,574,55.0,Technology
Pierre Bellon & family,$4.8 B,France,food services,589,91.0,Service
Richard Branson,$4.8 B,United Kingdom,Virgin,589,70.0,Diversified
Huang Yi,$4.8 B,Hong Kong,car dealerships,589,59.0,Automotive
Bidzina Ivanishvili,$4.8 B,Georgia,investments,589,65.0,Finance & Investments
"Edward Johnson, IV.",$4.8 B,United States,money management,589,56.0,Finance & Investments
Elizabeth Johnson,$4.8 B,United States,money management,589,57.0,Finance & Investments
Ted Lerner & family,$4.8 B,United States,real estate,589,95.0,Real Estate
Lin Shu-hong,$4.8 B,Taiwan,petrochemicals,589,92.0,Manufacturing
Yuri Milner,$4.8 B,Israel,tech investments,589,59.0,Finance & Investments
Issad Rebrab & family,$4.8 B,Algeria,food,589,77.0,Food & Beverage
Thomas Schmidheiny,$4.8 B,Switzerland,cement,589,75.0,Construction & Engineering
Chairul Tanjung,$4.8 B,Indonesia,diversified,589,58.0,Diversified
Alan Trefler,$4.8 B,United States,software,589,65.0,Technology
Radovan Vitek,$4.8 B,Czechia,real estate,589,49.0,Real Estate
Frank Wang,$4.8 B,China,drones,589,40.0,Technology
Wang Xicheng & family,$4.8 B,China,tires,589,72.0,Manufacturing
Wang Zhendong,$4.8 B,China,education,589,44.0,Service
"John, Alan & Bruce Wilson",$4.8 B,Australia,retailing,589,,Fashion & Retail
M.A. Yusuff Ali,$4.8 B,India,retail,589,65.0,Fashion & Retail
Maria Fernanda Amorim & family,$4.7 B,Portugal,"energy, investments",608,86.0,Diversified
Dona Bertarelli,$4.7 B,Switzerland,biotech,608,53.0,Diversified
Hong Jie,$4.7 B,China,paint,608,53.0,Manufacturing
Nathan Kirsh,$4.7 B,Eswatini (Swaziland),"retail, real estate",608,89.0,Fashion & Retail
Ken Langone,$4.7 B,United States,investments,608,85.0,Finance & Investments
Michael Pieper,$4.7 B,Switzerland,kitchen appliances,608,75.0,Manufacturing
Richard Schulze,$4.7 B,United States,Best Buy,608,80.0,Fashion & Retail
Eric Smidt,$4.7 B,United States,hardware stores,608,61.0,Fashion & Retail
Tim Sweeney,$4.7 B,United States,video games,608,50.0,Media & Entertainment
Tang Shing-bor,$4.7 B,Hong Kong,real estate,608,87.0,Real Estate
Oleg Tinkov,$4.7 B,Russia,banking,608,53.0,Finance & Investments
Mark Walter,$4.7 B,United States,finance,608,60.0,Finance & Investments
Wong Luen Hei,$4.7 B,China,building materials,608,59.0,Manufacturing
Zhou Bajin,$4.7 B,China,auto parts,608,85.0,Manufacturing
Patrizio Bertelli,$4.6 B,Italy,luxury goods,622,75.0,Fashion & Retail
Bert Beveridge,$4.6 B,United States,vodka,622,59.0,Food & Beverage
Martin & Olivier Bouygues,$4.6 B,France,"construction, media",622,,Construction & Engineering
Chen Lip Keong,$4.6 B,Malaysia,"casinos, property, energy",622,73.0,Gambling & Casinos
Dong Fan,$4.6 B,China,medical devices,622,51.0,Healthcare
Daniel Ek,$4.6 B,Sweden,Spotify,622,38.0,Technology
Tilman Fertitta,$4.6 B,United States,"Houston Rockets, entertainment",622,63.0,Food & Beverage
Luis Frias,$4.6 B,Brazil,mobile payments,622,58.0,Technology
Peter Gassner,$4.6 B,United States,software,622,56.0,Technology
Vladimir Kim,$4.6 B,Kazakhstan,mining,622,60.0,Metals & Mining
Li Weiguo,$4.6 B,China,construction materials,622,56.0,Manufacturing
Denis O'Brien,$4.6 B,Ireland,telecom,622,62.0,Telecom
Miuccia Prada,$4.6 B,Italy,luxury goods,622,71.0,Fashion & Retail
"Robert Rich, Jr.",$4.6 B,United States,frozen foods,622,80.0,Food & Beverage
Abhay Vakil & family,$4.6 B,India,paints,622,70.0,Manufacturing
Paul-Heinz Wesjohann & family,$4.6 B,Germany,chicken processing,622,77.0,Food & Beverage
Ron Baron,$4.5 B,United States,money management,638,77.0,Finance & Investments
Andre Esteves,$4.5 B,Brazil,banking,638,52.0,Finance & Investments
Jonathan Gray,$4.5 B,United States,investments,638,51.0,Finance & Investments
Hu Baifan,$4.5 B,China,pharmaceuticals,638,58.0,Healthcare
Viatcheslav Kantor,$4.5 B,Russia,"fertilizer, real estate",638,67.0,Manufacturing
Min Kao & family,$4.5 B,United States,navigation equipment,638,72.0,Technology
Friedrich Knapp,$4.5 B,Germany,fashion retail,638,69.0,Fashion & Retail
